MatchID,Winner,WinChance,Winner_mu,Winner_sigma,Looser,Looser_mu,Looser_sigma
2307047,Immortals,0.583,26.758166095211767,0.9134548515754424,Cloud9,25.32663002077743,0.8090697567983939
2307048,Cloud9,0.563,25.403442159330705,0.8088822802316157,TSM,24.26461091670569,0.9241462601162934
2307066,Rogue,0.451,27.511428584438125,3.336119593024117,GODSENT,26.55509865881009,0.9905268473105524
2307081,VG.CyberZen,0.278,25.780033725035494,1.677584938573209,TYLOO,28.60321833026728,1.1996431607180047
2307082,TYLOO,0.637,28.686081409429896,1.197970766058889,EDG,21.02032842493111,6.64713667187684
2307083,TYLOO,0.758,28.765965598776997,1.1936919107039945,Immunity,22.412045511803466,4.0316252160246036
2307084,TYLOO,0.643,28.846799889224137,1.192133881818057,ex-g3x,21.079146528552126,6.6608989703660715
2307056,OpTic,0.416,25.643243782527033,0.8287585026179628,Astralis,26.706601175281605,0.820101871656446
2307057,Cloud9,0.373,25.51504865596403,0.807924163498461,FaZe,27.222386809944094,0.8327368156672303
2307058,FaZe,0.534,27.309118786804028,0.8318682197601178,Astralis,26.62245526659506,0.8195206499502697
2307059,SK,0.377,26.087601858199022,0.8081989218797465,Dignitas,27.747408402320723,0.803902237444658
2307060,Envy,0.466,26.341617241272687,0.8101657678138839,Immortals,26.638977969195984,0.9102482665157201
2307061,Dignitas,0.593,27.818681072248932,0.8039324787538731,Envy,26.26924146925733,0.8100630138190289
2307101,Epsilon,0.322,26.2651904841695,1.149343374937705,TYLOO,28.587199331726815,1.178427333990558
2307103,iGame.com,0.231,25.9512322819021,3.2809275237317843,TYLOO,28.32662262424599,1.1685917769737668
2307062,OpTic,0.509,25.73384326631977,0.8278607811326661,Cloud9,25.428902092925874,0.8075040086309461
2307063,SK,0.463,26.181618656113926,0.807611062347598,Immortals,26.51998519726862,0.9071111287473324
2307064,OpTic,0.397,25.84580882854198,0.826524520853658,FaZe,27.1960775138468,0.8304319866587553
2307065,SK,0.393,26.289147142139047,0.8067452018730662,Dignitas,27.71211962109444,0.8031556492854458
2307104,Epsilon,0.531,26.42472400044236,1.1401050739389025,VG.CyberZen,25.441100140583607,1.6414704242943423
2307141,OpTic,0.472,25.94269913549245,0.8255206193226103,Envy,26.176133716622648,0.8094456087848575
2307142,Astralis,0.522,26.708662455568653,0.8188932447078875,SK,26.205579466420108,0.8064059764404221
2307143,Astralis,0.551,26.789700310540375,0.8184119365230667,OpTic,25.86035777859214,0.8248911977248576
2307144,Dignitas,0.851,27.739541190744713,0.8052187636904907,Spirit,20.686826040018936,2.495586631019819
2307145,Immortals,0.523,26.625038927311547,0.9043954086895654,Envy,26.09230461372032,0.8090687748729396
2307146,FaZe,0.616,27.268036146457444,0.8300171749123516,Cloud9,25.36082305161418,0.8075734269398744
2307148,Renegades,0.264,24.02626280232752,0.9457484602536338,NIP,27.5128821078291,0.805170019880916
2307149,TYLOO,0.658,28.452971993373833,1.159723695159592,OpTic,25.79708051416113,0.8249057393703837
2307150,mousesports,0.424,26.493997525062,0.810817566384234,HellRaisers,27.434042620166046,0.8400760257564577
2307151,GODSENT,0.474,26.692599380896077,0.9852055449722867,G2,26.85066953303513,0.809265885090287
2307190,CLG,0.569,25.15480861111991,0.8505253649484218,Renegades,23.922968593982688,0.9423585109050896
2307191,Spirit,0.184,22.084039228265066,2.344812948963527,mousesports,26.345115207661127,0.8099409161296318
2307192,HellRaisers,0.495,27.529689228859365,0.8388520769446435,NIP,27.424942950397696,0.8047582155386002
2307193,G2,0.55,26.92995906845703,0.8089899849728107,Envy,26.013053292960258,0.8087972107281302
2307194,Vega Squadron,0.271,27.257618413830155,5.103723221161692,Immortals,26.512428473082796,0.904723547043833
2307195,GODSENT,0.431,26.840400127917295,0.9797398703357926,Dignitas,27.640462249998794,0.8045960824982411
2307196,TYLOO,0.695,28.56537924329181,1.1517274095671368,Cloud9,25.306019002010057,0.8081306028563049
2307197,FaZe,0.597,27.343179069322048,0.8295156297517029,OpTic,25.722851028684268,0.8245150501946898
2307198,Vega Squadron,0.517,29.822014998058904,4.372924884824966,G2,26.86486139748469,0.8105195307115445
2307199,GODSENT,0.455,26.980141821073644,0.974610382962642,HellRaisers,27.426979983712258,0.8375262347045448
2307200,TYLOO,0.643,28.693050105818813,1.143165246022665,mousesports,26.281639928622525,0.8101698075440207
2307201,Renegades,0.409,24.06407029145216,0.9380238921199476,Cloud9,25.201961417463057,0.8073474629873919
2307202,NIP,0.612,27.493246484653074,0.8048631395324513,OpTic,25.651188636857572,0.8242033662169347
2307203,CLG,0.34,25.285896904451064,0.8483775718374647,Dignitas,27.523018519733412,0.8036270580165561
2307204,Spirit,0.269,23.139390531825352,2.2247689243961575,Envy,25.886317909200613,0.8081376471379148
2307205,FaZe,0.555,27.42539912275262,0.8288368892666195,Immortals,26.414779336481647,0.9022672224490023
2307206,OpTic,0.384,25.764810935413475,0.8229091221493641,HellRaisers,27.309692163874928,0.835896748784309
