"ID","Date","Event","Team 1","Team 2","Team 1 Odds","Team 2 Odds","Team 1 Score","Team 2 Score","Outcome","Team 1 Entries","Team 2 Entries","Team 1 Clutches","Team 2 Clutches","Team 1 Kills mean","Team 2 Kills mean","Team 1 Kills sd","Team 2 Kills sd","Team 1 Assists mean","Team 2 Assists mean","Team 1 Assists sd","Team 2 Assists sd","Team 1 HS mean","Team 2 HS mean","Team 1 HS sd","Team 2 HS sd","Team 1 Flashes mean","Team 2 Flashes mean","Team 1 Flashes sd","Team 2 Flashes sd","Team 1 Deaths mean","Team 2 Deaths mean","Team 1 Deaths sd","Team 2 Deaths sd","Team 1 KAST mean","Team 2 KAST mean","Team 1 KAST sd","Team 2 KAST sd","Team 1 K/D Diff mean","Team 2 K/D Diff mean","Team 1 K/D Diff sd","Team 2 K/D Diff sd","Team 1 ADR mean","Team 2 ADR mean","Team 1 ADR sd","Team 2 ADR sd","Team 1 FK Diff mean","Team 2 FK Diff mean","Team 1 FK Diff sd","Team 2 FK Diff sd","Team 1 Rating mean","Team 2 Rating mean","Team 1 Rating sd","Team 2 Rating sd","Team 1 KDA mean","Team 2 KDA mean","Team 1 KDA sd","Team 2 KDA sd","Team 1 HSpc mean","Team 2 HSpc mean","Team 1 HSpc sd","Team 2 HSpc sd"
2326857,2018-09-30,"Games Clash Masters 2018","Heroic","AGO",1.72,2,2,0,1,15,4.5,0.5,0.5,16.6,8.3,4.194,2.691,3.9,2.1,1.864,1.794,8,4.3,2.292,1.614,1.5,0.4,1.14,0.721,8.3,16.6,1.565,1.005,0.871,0.459,0.058,0.077,8.3,-8.3,5.014,3.339,87.85,52.18,18.234,12.023,2.1,-2.1,2.25,2.121,1.538,0.525,0.325,0.195,2.96,0.641,1.509,0.266,0.509,0.519,0.194,0.184
2326858,2018-09-30,"Games Clash Masters 2018","Fragsters","Kinguin",2,1.72,0,2,2,11.5,16.5,2,2,17.7,20.2,4.794,6.446,4,5.7,2.015,2.039,7.8,9.1,4.019,3.188,1.1,1.2,0.995,1.673,20.2,17.7,0.966,2.735,0.641,0.724,0.067,0.056,-2.5,2.5,4.952,8.326,67.66,79.31,19.737,25.891,-1,1,0.966,1.548,0.928,1.172,0.209,0.346,1.085,1.546,0.252,0.525,0.424,0.461,0.103,0.128
2326911,2018-09-30,"MSI MGA 2018 Finals","Complexity","AVANGAR",1.72,2,9,16,2,10,15,1,1,13,18.6,2,2.302,4.6,4.8,3.647,1.789,6.2,8.4,2.775,1.517,2.2,1,2.588,1,18.6,13,1.949,3.082,0.616,0.744,0.046,0.061,-5.6,5.6,3.209,4.393,60.58,80.34,7.955,14.833,-1,1,2,1.581,0.802,1.256,0.092,0.179,0.946,1.904,0.142,0.635,0.468,0.456,0.176,0.091
2326859,2018-09-30,"Games Clash Masters 2018","Heroic","Kinguin",1.53,2.37,2,1,1,12,10.333,1.667,1.333,15.667,14.6,4.56,3.574,3.933,3.6,2.096,1.404,6.467,7.133,3.684,2.624,0.733,0.4,0.91,0.577,14.6,15.667,2.314,1.616,0.74,0.73,0.092,0.067,1.067,-1.067,6.355,4.506,76.013,72.907,15.782,11.234,0.333,-0.333,2.501,1.3,1.078,1.082,0.302,0.213,1.461,1.454,0.509,0.509,0.402,0.486,0.176,0.147
2326894,2018-10-01,"ESL One New York 2018","mousesports","Liquid",4.33,1.2,3,2,1,13,14.2,1,1.8,17.72,17.48,4.919,6.892,4.08,5.04,1.814,2.846,8.04,9.32,3.562,4.901,1.12,1.52,1.209,1.829,17.48,17.72,1.777,2.212,0.692,0.679,0.05,0.093,0.24,-0.24,5.714,8.077,72.12,71.472,17.946,22.524,-0.24,0.24,2.056,2.762,1.054,1.035,0.242,0.341,1.289,1.33,0.358,0.503,0.453,0.531,0.188,0.159
2327202,2018-10-01,"WESG 2018 China Regional Finals","TYLOO","YQF",1.2,4.33,16,11,1,11,16,1,2,21.2,18.2,9.039,4.324,4.2,4.2,1.789,1.643,10.2,6.2,5.762,3.114,0.4,0.4,0.548,0.894,18.2,21.2,2.168,1.643,0.726,0.674,0.119,0.041,3,-3,10.296,5.523,85.9,76.1,27.501,15.324,-1,1,3.391,0.707,1.172,0.97,0.412,0.239,1.429,1.072,0.501,0.33,0.445,0.326,0.125,0.098
2327211,2018-10-01,"WESG 2018 China Regional Finals","TYLOO","CyberZen",1.4,2.75,11,16,2,11,16,4,1,18.8,22,4.919,3.742,6,6.4,4,2.881,7.4,12.8,2.51,3.564,1,2.2,1,1.643,22,18.8,1.581,2.168,0.674,0.756,0.055,0.056,-3.2,3.2,5.805,2.387,75.54,85.28,17.732,15.621,-1,1,1.871,2.55,0.972,1.196,0.224,0.188,1.132,1.506,0.313,0.262,0.39,0.577,0.08,0.103
2327200,2018-10-01,"ECS Season 6 Europe Challenger Cup","North","OpTic",1.5,2.5,2,1,1,12,11.667,1.333,0.333,15.2,16,4.248,4.962,3.467,3.133,0.992,1.11,8.133,7.133,4.078,3.511,1.6,0.667,0.967,0.846,16,15.2,1.312,2.321,0.641,0.708,0.11,0.076,-0.8,0.8,4.343,5.848,68.16,77.827,18.959,18.774,0.067,-0.067,2.608,2.643,0.963,1.151,0.238,0.32,1.208,1.906,0.33,0.832,0.578,0.464,0.19,0.166
2327010,2018-10-02,"ECS Season 6 North America Challenger Cup","MIBR","TeamOne",1.08,7,2,0,1,14,10.5,2,2,19.9,15.8,4.978,3.696,4.9,3.6,2.313,2.941,8.5,8.2,4.613,3.344,1.5,0.7,1.546,0.886,15.8,19.9,1.972,1.774,0.773,0.681,0.065,0.067,4.1,-4.1,5.732,4.596,85.73,71.34,17.018,11.433,0.7,-0.7,1.509,2.282,1.27,0.914,0.225,0.209,1.655,0.979,0.475,0.154,0.411,0.498,0.17,0.101
2327031,2018-10-02,"ECS Season 6 North America Challenger Cup","Bravado","MIBR",NA,NA,0,2,2,6,16.5,0.5,2,12.8,18.3,4.075,5.512,2.8,4.9,2.088,3.214,6.9,7.5,3.087,2.641,0.7,2.1,1.14,1.76,18.3,12.8,1.653,1.532,0.598,0.816,0.079,0.082,-5.5,5.5,3.925,6.058,65.69,84.04,16.747,25.465,-2.1,2.1,1.955,1.86,0.786,1.347,0.209,0.373,0.844,1.886,0.204,0.72,0.533,0.439,0.173,0.192
2327256,2018-10-02,"ECS Season 6 Europe Challenger Cup","LDLC","North",3,1.36,0,2,2,11.5,16,2.5,2.5,16.8,20,4.955,4.11,3.5,5.1,1.185,2.326,7.1,11.1,3.79,4.271,1.1,2.3,0.671,1.393,20.1,16.9,1.354,2.283,0.629,0.717,0.07,0.062,-3.3,3.1,5.413,5.172,68.12,80.51,13.858,15.385,-0.9,0.9,2.992,1.973,0.892,1.187,0.204,0.225,1.015,1.504,0.244,0.289,0.407,0.544,0.161,0.136
2327258,2018-10-02,"Hellcase Cup 7","Kinguin","Fragsters",1.61,2.2,2,0,1,16.5,12,1.5,1.5,19.9,15.7,4.442,3.145,4.8,3.3,1.521,1.699,7.8,6.5,3.227,1.785,1.2,1,0.822,1.045,15.7,19.9,1.846,2.022,0.741,0.588,0.074,0.065,4.2,-4.2,5.713,3.905,75.34,64.81,14.224,13.538,0.9,-0.9,2.91,1.87,1.184,0.83,0.205,0.167,1.609,0.971,0.387,0.223,0.386,0.424,0.116,0.131
2327107,2018-10-02,"ESL Pro League Season 8 Europe","NIP","Space Soldiers",1.44,2.62,6,16,2,9,13,1,0,16.6,10.4,4.219,3.847,5.4,2.2,3.975,2.683,8.6,5,4.506,2.646,0.8,0.4,1.304,0.894,10.4,16.6,2.302,1.817,0.846,0.6,0.083,0.087,6.2,-6.2,5.891,5.167,79.74,56.72,20.927,15.46,-0.8,0.8,3.564,2.168,1.31,0.76,0.329,0.206,2.269,0.768,0.976,0.223,0.492,0.535,0.175,0.309
2327109,2018-10-02,"ESL Pro League Season 8 Europe","BIG","HellRaisers",1.72,2,10,16,2,13,13,0,2,15,18,4,6.519,4,3,1.871,1.871,6.8,8.4,1.095,3.647,1,0.4,0.707,0.894,18,15,1.414,3.606,0.661,0.677,0.083,0.059,-3,3,4.899,7.81,68,72.76,11.371,23.003,0,0,2.236,1.581,0.932,1.128,0.13,0.329,1.067,1.485,0.235,0.775,0.474,0.458,0.117,0.173
2327108,2018-10-02,"ESL Pro League Season 8 Europe","Space Soldiers","NIP",2.5,1.5,16,2,1,9,9,0,1,8.6,15,2.702,5.05,1.6,5.6,1.342,2.966,4.6,7.6,1.14,4.159,0.2,1.4,0.447,2.608,15,8.6,0.707,1.517,0.645,0.844,0.093,0.082,-6.4,6.4,2.966,5.273,62.86,84.2,12.251,29.487,0,0,1.871,1.871,0.664,1.504,0.18,0.384,0.686,2.434,0.223,0.959,0.555,0.484,0.123,0.233
2327110,2018-10-02,"ESL Pro League Season 8 Europe","HellRaisers","BIG",2,1.72,2,16,2,7,11,0,3,8.6,16.8,5.505,5.495,2.2,5.4,1.643,2.302,4.8,7.8,2.775,5.762,0.4,2.6,0.548,1.517,16.8,8.6,0.837,1.517,0.511,0.811,0.114,0.075,-8.2,8.2,5.891,6.058,58.12,95.82,25.264,23.573,-0.8,0.8,2.168,1.304,0.638,1.518,0.351,0.342,0.646,2.655,0.298,0.734,0.622,0.437,0.247,0.181
2327111,2018-10-02,"ESL Pro League Season 8 Europe","North","Heroic",1.44,2.62,16,6,1,17,5,0,0,18,11,4.472,1.732,4.4,2.6,2.074,1.14,8.4,4.2,2.881,2.95,1.2,0.4,1.304,0.548,11,18,0.707,1.871,0.818,0.536,0.032,0.059,7,-7,4.743,2.449,83.56,60.64,15.446,7.811,2.4,-2.4,0.894,2.51,1.468,0.648,0.21,0.141,2.043,0.765,0.333,0.155,0.473,0.367,0.146,0.243
2327264,2018-10-02,"ESEA MDL Season 29 Europe","ENCE","aAa",1.33,3.25,16,7,1,14,9,2,2,19.2,11.8,5.07,4.147,3,1.8,1.871,1.304,7.6,5.4,3.912,3.286,0.2,0.4,0.447,0.894,11.8,19.2,0.837,1.643,0.826,0.557,0.053,0.155,7.4,-7.4,5.727,5.639,86.14,60.84,17.937,16.476,1,-1,1.732,2.121,1.35,0.734,0.229,0.322,1.905,0.726,0.523,0.293,0.383,0.458,0.151,0.198
2327112,2018-10-02,"ESL Pro League Season 8 Europe","Heroic","North",2.75,1.4,10,16,2,10,16,0,0,14.6,19.8,5.595,7.362,5.2,7.6,0.837,2.793,5.8,9,3.421,2.739,1.4,2.6,0.894,2.408,19.8,14.6,2.28,2.702,0.646,0.792,0.099,0.07,-5.2,5.2,6.979,7.981,64.66,80.78,16.62,30.355,-1.2,1.2,2.683,2.49,0.81,1.326,0.233,0.416,1.03,1.934,0.396,0.787,0.363,0.49,0.141,0.135
2327259,2018-10-02,"Hellcase Cup 7","AVANGAR","Vega Squadron",1.57,2.25,2,0,1,15,10.5,3,1,18.4,15.3,6.388,3.914,3.6,4.1,1.612,2.53,8.1,9.4,3.155,2.188,0.6,0.8,0.548,1.2,15.3,18.4,1.842,1.005,0.728,0.644,0.095,0.082,3.1,-3.1,7.442,4.069,78.46,65.74,24.54,11.117,0.9,-0.9,2.772,2.093,1.219,0.868,0.405,0.196,1.54,1.048,0.674,0.269,0.453,0.629,0.12,0.159
2327117,2018-10-02,"ESL Pro League Season 8 Europe","Heroic","NIP",2.1,1.66,16,13,1,15,14,2,0,19.6,18,4.278,5.292,5,3.4,3.082,2.793,9.6,7.8,4.037,3.114,2.2,0.8,1.789,1.095,18,19.6,1.581,0.548,0.717,0.648,0.082,0.057,1.6,-1.6,5.367,5.225,71.7,70.04,16.159,11.745,0.2,-0.2,1.924,1.483,1.082,0.984,0.245,0.16,1.388,1.093,0.404,0.192,0.472,0.424,0.112,0.107
2327115,2018-10-02,"ESL Pro League Season 8 Europe","BIG","North",2.1,1.66,20,22,2,22,20,2,3,27.2,28,6.221,2.121,5.6,5.2,2.608,2.683,12.2,12.2,3.564,5.119,2,2,1.581,1.581,28.2,27.2,1.095,2.387,0.648,0.643,0.031,0.065,-1,0.8,5.701,3.347,69.6,74.8,7.119,3.565,0.4,-0.4,3.209,2.702,0.968,1.022,0.133,0.048,1.161,1.232,0.166,0.188,0.468,0.438,0.162,0.185
2327118,2018-10-02,"ESL Pro League Season 8 Europe","NIP","Heroic",1.66,2.1,11,16,2,9,18,0,1,17,21.2,2.121,7.563,3.8,4.6,1.924,2.702,8,8,3,4.743,0.8,1,0.837,1.225,21.2,17,1.924,1.414,0.66,0.756,0.084,0.077,-4.2,4.2,1.643,7.791,70.1,82.48,12.297,24.887,-1.8,1.8,1.643,3.493,0.896,1.248,0.085,0.327,0.987,1.524,0.095,0.472,0.468,0.383,0.156,0.152
2327116,2018-10-03,"ESL Pro League Season 8 Europe","North","BIG",1.66,2.1,13,16,2,9,20,1,2,17,21,4.528,4.062,4.2,7,1.643,1.581,6.6,9.8,3.507,4.438,1.8,2.2,1.789,1.924,21,17,2.55,2.915,0.635,0.724,0.052,0.073,-4,4,4.637,5.477,68.56,77.64,19.438,16.521,-2.2,2.2,2.95,1.924,0.882,1.214,0.186,0.273,1.018,1.71,0.266,0.499,0.377,0.458,0.192,0.171
2327277,2018-10-03,"ECS Season 6 North America Challenger Cup","Gorilla Gang","MIBR",7,1.08,0,2,2,5,18.5,0.5,2.5,13.3,19.8,3.169,2.262,2.4,4.4,1.264,3.37,6.1,9,2.449,2.555,0.4,1.6,0.497,1.484,19.8,13.3,1.549,1.856,0.616,0.808,0.059,0.049,-6.5,6.5,4.107,2.72,65.08,87.36,12.723,12.936,-2.7,2.7,1.568,2.059,0.766,1.406,0.137,0.203,0.798,1.932,0.18,0.53,0.449,0.453,0.129,0.124
2327167,2018-10-03,"ESL Pro League Season 8 North America","MIBR","Ghost",1.3,3.4,6,16,2,13,9,1,4,14,18,1.581,4.416,2.4,5,0.894,2.55,6.4,8.4,2.702,3.578,0.6,1.8,0.548,1.483,18,14.4,1.871,2.302,0.682,0.764,0.064,0.113,-4,3.6,3.391,4.159,73.76,86.1,9.372,16.449,0.8,-0.8,2.387,1.924,0.898,1.306,0.14,0.225,0.927,1.617,0.194,0.333,0.451,0.476,0.189,0.172
2327168,2018-10-03,"ESL Pro League Season 8 North America","Ghost","MIBR",3.4,1.3,16,14,1,17,13,1,4,20.8,18.8,4.817,1.643,7.2,5.6,1.483,2.702,8.8,8.6,3.899,2.302,3.8,1.2,1.304,1.304,18.8,20.8,2.168,1.643,0.68,0.653,0.056,0.056,2,-2,6.964,1.581,75.96,71.06,15.702,6.146,0.8,-0.8,3.271,2.588,1.114,0.972,0.295,0.05,1.525,1.178,0.387,0.155,0.413,0.452,0.11,0.085
2327299,2018-10-03,"ESEA MDL Season 29 Europe","OpTic","ENCE",1.57,2.25,11,16,2,14,13,2,1,15.8,20.6,4.266,4.775,4,4.6,3.317,2.408,8,7.4,4.183,1.342,0.6,0.4,0.894,0.548,20.6,15.8,1.517,1.304,0.608,0.748,0.05,0.061,-4.8,4.8,5.541,5.891,69.68,82.62,8.457,17.712,0.2,-0.2,2.049,2.28,0.892,1.22,0.196,0.312,0.978,1.624,0.307,0.46,0.533,0.375,0.262,0.105
2327119,2018-10-03,"ESL Pro League Season 8 Europe","North","AGO",1.3,3.4,16,6,1,11,11,1,0,16,10.8,2.449,3.033,4,1.6,2.345,0.894,8.2,6,3.347,2.739,2.6,0.2,1.517,0.447,10.8,16,2.168,1.581,0.818,0.591,0.096,0.046,5.2,-5.2,3.701,3.962,75.16,59.4,13.91,17.999,0,0,2.55,1.581,1.318,0.754,0.155,0.222,1.941,0.784,0.607,0.217,0.528,0.538,0.224,0.163
2327121,2018-10-03,"ESL Pro League Season 8 Europe","HellRaisers","mousesports",2.5,1.5,9,16,2,8,17,2,1,14.2,19.4,5.933,4.037,4.4,4.4,2.966,2.302,7,10.2,2.739,4.438,0.8,1.6,0.837,1.673,19.4,14.2,1.517,2.28,0.64,0.752,0.085,0.066,-5.2,5.2,7.12,5.215,67.18,83.12,16.486,12.285,-1.8,1.8,0.447,3.421,0.84,1.236,0.323,0.248,0.967,1.707,0.276,0.363,0.529,0.508,0.159,0.139
2327302,2018-10-03,"ESEA MDL Season 29 Europe","Kinguin","3DMAX",1.72,2,3,16,2,7,12,0,0,9.6,16.4,2.51,4.722,2.8,4.4,2.168,1.14,2.6,8.4,1.817,3.13,0.2,0.4,0.447,0.548,16.4,9.8,0.548,1.789,0.59,0.832,0.101,0.131,-6.8,6.6,2.683,5.683,62.18,88.86,5.434,17.812,-1,1,3.162,2.345,0.648,1.5,0.139,0.379,0.76,2.223,0.18,0.815,0.25,0.529,0.167,0.158
2327120,2018-10-03,"ESL Pro League Season 8 Europe","AGO","North",3.4,1.3,10,16,2,12,14,2,2,15.4,19,4.336,4.301,5.2,3.4,2.28,2.302,8.4,9,2.966,4.899,1.6,1,1.673,0.707,19,15.4,2,1.673,0.6,0.684,0.075,0.079,-3.6,3.6,2.881,4.827,63.32,78.74,8.179,19.613,-0.4,0.4,1.342,2.074,0.888,1.152,0.123,0.26,1.081,1.462,0.158,0.368,0.545,0.448,0.133,0.226
2327122,2018-10-03,"ESL Pro League Season 8 Europe","mousesports","HellRaisers",1.5,2.5,16,4,1,10,10,1,0,16.8,11,4.764,2.915,3.4,2,1.949,1.225,7.4,5.8,3.647,3.701,1,0.2,1.732,0.447,11,17,2.646,0.707,0.72,0.6,0.091,0.117,5.8,-6,6.14,3.162,89.64,63.08,27.276,20.776,0,0,2.449,2.449,1.396,0.716,0.385,0.234,1.937,0.765,0.652,0.148,0.455,0.506,0.208,0.264
2327310,2018-10-03,"ECS Season 6 Europe","Astralis","NIP",1.25,3.75,16,8,1,15,9,0,0,18.4,13.4,3.847,1.817,3,3.4,1.732,1.517,9.8,7.2,1.483,3.033,0.4,1,0.548,1,13.4,18.4,1.14,1.14,0.692,0.583,0.047,0.098,5,-5,4.062,2.345,81.26,67.9,7.386,10.092,1.2,-1.2,1.304,1.924,1.202,0.824,0.175,0.094,1.61,0.915,0.289,0.114,0.539,0.532,0.057,0.201
2327123,2018-10-03,"ESL Pro League Season 8 Europe","fnatic","Heroic",1.61,2.2,13,16,2,13,16,2,1,17.8,19.8,3.564,2.864,3,3.8,2,2.387,9,7.2,3.391,1.304,0.4,0.2,0.548,0.447,19.8,18,1.304,1,0.641,0.731,0.062,0.067,-2,1.8,3.873,2.775,72.6,72.82,10.608,10.911,-0.6,0.6,1.14,1.817,0.98,1.108,0.133,0.138,1.054,1.313,0.144,0.238,0.526,0.365,0.24,0.052
2327125,2018-10-03,"ESL Pro League Season 8 Europe","North","HellRaisers",1.57,2.25,19,15,1,18,15,1,0,23.6,20,6.107,6.325,6,3,1,2,9.8,10.2,5.933,4.087,1.2,0.8,0.837,1.304,20,23.6,2.55,1.14,0.718,0.618,0.071,0.081,3.6,-3.6,6.387,5.683,75.92,67.46,18.102,18.5,0.6,-0.6,1.517,3.13,1.164,0.914,0.225,0.201,1.491,0.973,0.305,0.214,0.389,0.508,0.171,0.136
2327311,2018-10-03,"ECS Season 6 Europe","NIP","Astralis",4.33,1.2,13,16,2,14,15,2,2,18.4,20.8,5.367,7.563,3.8,5.6,1.304,1.14,10.8,9,4.147,3.742,0.2,0.4,0.447,0.548,20.8,18.4,1.304,1.517,0.655,0.724,0.069,0.024,-2.4,2.4,6.229,8.325,71.22,77.88,16.936,21.044,-0.2,0.2,1.483,3.271,0.958,1.138,0.241,0.35,1.078,1.452,0.329,0.427,0.58,0.445,0.127,0.166
2327124,2018-10-03,"ESL Pro League Season 8 Europe","Heroic","fnatic",2.2,1.61,10,16,2,16,10,1,3,19,19,5.099,6.364,5.4,5,3.578,2.345,7.8,9,1.643,3.24,1.2,1.4,1.643,1.673,19,19,1.414,0.707,0.692,0.677,0.081,0.155,0,0,6.042,6.205,80.08,79.22,16.389,21.37,1.2,-1.2,2.168,1.924,1.088,1.048,0.295,0.303,1.298,1.264,0.372,0.283,0.419,0.487,0.058,0.103
2327126,2018-10-03,"ESL Pro League Season 8 Europe","HellRaisers","North",2.25,1.57,16,14,1,24,6,2,2,21.8,19.8,4.658,6.38,4,6.2,1.581,3.033,8.6,7.4,1.517,4.722,0.8,2.4,1.304,2.074,19.8,21.8,1.643,2.864,0.74,0.693,0.06,0.06,2,-2,4.472,8.426,77.26,72.96,15.55,21.877,3.6,-3.6,4.159,2.302,1.158,0.978,0.201,0.287,1.302,1.229,0.259,0.415,0.415,0.355,0.14,0.168
2327314,2018-10-03,"ECS Season 6 Europe","mousesports","LDLC",1.44,2.62,16,13,1,14,15,0,0,19,17.4,6.285,5.459,5,2.8,5.05,1.304,8.8,8.2,5.167,2.775,2,0.4,3.391,0.894,17.4,19,2.608,2.646,0.71,0.634,0.052,0.058,1.6,-1.6,4.278,7.232,71.12,67.44,30.901,16.729,-0.2,0.2,2.588,1.643,1.086,0.944,0.295,0.219,1.364,1.1,0.389,0.414,0.45,0.49,0.124,0.148
2327127,2018-10-03,"ESL Pro League Season 8 Europe","BIG","Astralis",4.33,1.2,9,16,2,13,12,1,1,14,19.4,2.915,4.278,3.2,4.4,0.837,2.966,7.2,7.8,2.168,3.962,0.8,1.2,0.837,1.095,19.4,14,1.949,1.871,0.632,0.728,0.052,0.072,-5.4,5.4,4.45,5.03,64.92,86.52,6.73,19.452,0.2,-0.2,2.588,2.775,0.85,1.238,0.137,0.255,0.903,1.718,0.241,0.421,0.517,0.395,0.144,0.166
2327129,2018-10-03,"ESL Pro League Season 8 Europe","AGO","NIP",2.62,1.44,11,16,2,12,15,0,2,15.4,19.2,5.595,5.215,3.8,4.4,1.643,1.673,8.8,12.2,2.28,5.805,0.8,0.6,0.837,0.894,19.2,15.8,1.304,1.643,0.637,0.756,0.041,0.085,-3.8,3.4,6.419,3.782,65.24,77.34,17.022,22.862,-0.6,0.6,3.362,3.715,0.904,1.176,0.256,0.236,1.014,1.476,0.321,0.26,0.597,0.615,0.143,0.166
2327315,2018-10-03,"ECS Season 6 Europe","LDLC","mousesports",2.62,1.44,16,8,1,12,12,5,1,18.6,14.2,2.608,8.786,3.8,4,2.588,2.646,8.2,6.6,3.701,4.506,0.4,0.4,0.548,0.548,14.2,18.6,1.304,1.517,0.708,0.592,0.029,0.104,4.4,-4.4,3.362,10.164,80.68,67.58,17.313,21.752,0,0,1.581,2.449,1.192,0.884,0.198,0.397,1.596,1.006,0.387,0.483,0.429,0.451,0.145,0.154
2327128,2018-10-03,"ESL Pro League Season 8 Europe","Astralis","BIG",1.2,4.33,13,16,2,15,13,4,0,15,20.2,3.937,4.147,6.2,7,2.588,2.121,6.8,9.6,2.864,4.278,1.8,2,2.049,2,20.4,15.4,2.302,3.782,0.669,0.8,0.072,0.066,-5.4,4.8,5.225,5.541,63.2,74,10.707,8.108,0.2,-0.4,2.588,0.894,0.892,1.186,0.19,0.139,1.048,1.858,0.149,0.537,0.438,0.48,0.098,0.195
2327130,2018-10-03,"ESL Pro League Season 8 Europe","NIP","AGO",1.44,2.62,13,16,2,15,14,1,1,20.2,20,7.085,4.472,4.2,5,1.924,2.449,10.4,9,4.615,1.871,1.2,1.2,0.447,1.304,20.2,20.2,1.643,1.789,0.676,0.69,0.102,0.069,0,-0.2,8,4.382,75.3,76.2,21.179,17.669,0.2,-0.2,2.28,1.483,1.052,1.046,0.307,0.205,1.225,1.238,0.491,0.254,0.506,0.455,0.081,0.067
2327320,2018-10-04,"ECS Season 6 North America","Luminosity","Liquid",4,1.22,12,16,2,16,12,0,2,17.6,19,4.669,7.314,5,5.8,2.345,2.168,8.8,11,3.633,6.442,2.4,0.8,1.342,0.837,19,17.6,1.581,2.191,0.722,0.7,0.108,0.074,-1.4,1.4,4.827,7.635,70.48,73.42,13.363,27.866,0.8,-0.8,2.95,3.701,1.016,1.096,0.171,0.39,1.196,1.436,0.196,0.568,0.483,0.536,0.081,0.167
2327170,2018-10-04,"ESL Pro League Season 8 North America","NRG","Ghost",1.53,2.37,12,16,2,16,12,2,5,18.2,20.6,6.38,3.975,3.8,5.2,2.168,2.168,6.8,11,3.834,3.937,1.4,1.8,1.14,1.095,20.6,18.4,0.548,2.51,0.657,0.686,0.106,0.089,-2.4,2.2,6.841,5.975,73.64,78.38,16.164,10.815,0.8,-0.8,1.643,2.28,0.976,1.134,0.259,0.25,1.073,1.426,0.316,0.288,0.354,0.528,0.116,0.135
2327171,2018-10-04,"ESL Pro League Season 8 North America","Renegades","Complexity",2.2,1.61,22,19,1,19,22,2,1,27.8,25.6,5.263,6.58,9.2,9,2.28,1.414,13.8,12.8,6.261,8.136,4.6,2.6,1.14,1.14,25.6,27.8,4.159,3.033,0.736,0.717,0.04,0.074,2.2,-2.2,8.228,8.468,74.34,67.86,8.027,15.06,-0.6,0.6,2.608,2.408,1.072,0.996,0.167,0.247,1.484,1.268,0.343,0.341,0.504,0.472,0.204,0.22
2327321,2018-10-04,"ECS Season 6 North America","Liquid","Luminosity",1.22,4,16,9,1,16,9,0,2,18.8,13.8,3.633,3.962,4.8,3.4,4.087,0.548,10.6,4.4,2.702,1.14,1.8,0.4,2.049,0.548,13.8,18.8,1.304,2.28,0.792,0.568,0.052,0.107,5,-5,2.449,5.958,82.96,64.58,13.996,15.889,1.4,-1.4,4.099,2.966,1.304,0.768,0.243,0.285,1.702,0.946,0.367,0.351,0.567,0.324,0.133,0.058
2327175,2018-10-04,"ESL Pro League Season 8 North America","Complexity","Renegades",1.61,2.2,12,16,2,14,14,0,1,19.2,19.2,2.168,3.493,4.8,4.4,1.304,1.817,10.2,10.6,2.28,3.286,1.4,1.2,1.673,2.168,19.4,19.2,1.817,2.387,0.7,0.686,0.032,0.046,-0.2,0,3.633,4.062,76.38,74.62,8.225,14.087,0,0,3.536,1.871,1.038,1.04,0.116,0.083,1.246,1.237,0.146,0.219,0.532,0.545,0.119,0.1
2327174,2018-10-04,"ESL Pro League Season 8 North America","Ghost","NRG",2.37,1.53,16,14,1,17,13,0,1,19.4,20.4,6.465,4.393,5.8,5.4,2.588,1.673,8.2,8.4,3.114,3.578,1.4,1,1.342,1,20.4,19.6,1.14,2.702,0.687,0.727,0.084,0.049,-1,0.8,6.928,6.14,70.46,73.54,16.428,13.594,0.8,-0.8,3.564,2.49,1.028,1.064,0.262,0.203,1.239,1.347,0.37,0.323,0.436,0.4,0.128,0.101
2327176,2018-10-04,"ESL Pro League Season 8 North America","Luminosity","MIBR",3.25,1.33,10,16,2,9,17,4,1,14.6,21.6,5.32,7.301,3.8,6.2,2.28,4.604,6.4,10.6,4.159,4.278,0.8,2.2,0.837,3.194,21.6,14.6,2.191,2.074,0.508,0.792,0.074,0.075,-7,7,7.106,8.746,66.2,85.66,14.873,19.846,-1.6,1.6,2.881,2.51,0.764,1.342,0.237,0.348,0.87,1.954,0.267,0.593,0.453,0.484,0.237,0.031
2327177,2018-10-04,"ESL Pro League Season 8 North America","NRG","Complexity",1.8,1.9,16,13,1,16,13,3,2,21,18,5.244,2.828,5.4,5.6,2.191,0.548,8.8,8.4,3.033,3.209,0.4,0.8,0.894,0.837,18,21.2,2.236,1.483,0.78,0.704,0.046,0.039,3,-3.2,6.519,2.683,77.44,71.06,10.802,8.959,0.6,-0.6,2.51,2.408,1.2,0.95,0.223,0.111,1.497,1.115,0.413,0.112,0.418,0.474,0.103,0.171
2327178,2018-10-04,"ESL Pro League Season 8 North America","MIBR","Luminosity",1.33,3.25,16,8,1,15,9,0,0,18,12.6,5.874,4.669,2.2,3.8,1.643,1.304,8.8,5.2,5.167,3.033,0.6,0.8,0.894,0.837,12.6,18,2.966,3.317,0.75,0.625,0.106,0.083,5.4,-5.4,6.768,7.127,81.06,60.12,24.018,20.189,1.2,-1.2,2.168,3.564,1.308,0.774,0.383,0.322,1.667,0.963,0.621,0.467,0.456,0.388,0.195,0.092
