"ID","Date","Event","Team 1","Team 2","Team 1 Odds","Team 2 Odds","Team 1 Score","Team 2 Score","Outcome","Team 1 Entries","Team 2 Entries","Team 1 Clutches","Team 2 Clutches","Team 1 Kills mean","Team 2 Kills mean","Team 1 Kills sd","Team 2 Kills sd","Team 1 Assists mean","Team 2 Assists mean","Team 1 Assists sd","Team 2 Assists sd","Team 1 HS mean","Team 2 HS mean","Team 1 HS sd","Team 2 HS sd","Team 1 Flashes mean","Team 2 Flashes mean","Team 1 Flashes sd","Team 2 Flashes sd","Team 1 Deaths mean","Team 2 Deaths mean","Team 1 Deaths sd","Team 2 Deaths sd","Team 1 KAST mean","Team 2 KAST mean","Team 1 KAST sd","Team 2 KAST sd","Team 1 K/D Diff mean","Team 2 K/D Diff mean","Team 1 K/D Diff sd","Team 2 K/D Diff sd","Team 1 ADR mean","Team 2 ADR mean","Team 1 ADR sd","Team 2 ADR sd","Team 1 FK Diff mean","Team 2 FK Diff mean","Team 1 FK Diff sd","Team 2 FK Diff sd","Team 1 Rating mean","Team 2 Rating mean","Team 1 Rating sd","Team 2 Rating sd","Team 1 KDA mean","Team 2 KDA mean","Team 1 KDA sd","Team 2 KDA sd","Team 1 HSpc mean","Team 2 HSpc mean","Team 1 HSpc sd","Team 2 HSpc sd"
2314517,2017-09-05,"ECS Season 4 EU Development League","North","Gambit",1.57,2.25,1,1,0,14.5,10,0.5,1,17.5,14.5,4.586,2.074,5.1,3.5,1.132,1.498,9.2,7.7,4.563,2.988,1.8,0.6,1.851,0.822,14.5,17.5,2.51,1.666,0.763,0.629,0.068,0.103,3,-3,4.452,3.383,77.88,66.75,17.642,4.945,0.9,-0.9,1.888,2.645,1.228,0.863,0.271,0.1,1.838,1.023,0.561,0.189,0.52,0.538,0.199,0.193
2313919,2017-09-05,"ESL Pro League Season 6 Europe","Astralis","NIP",1.5,2.5,16,6,1,11,11,2,2,18,11.2,4.637,4.207,5,2,1,1.414,8.2,5,2.168,2.345,0.8,0.2,0.837,0.447,11.2,18,2.28,1.581,0.818,0.545,0.032,0.072,6.8,-6.8,5.541,3.768,86.4,63.08,22.627,14.303,0,0,2.449,2.915,1.442,0.704,0.24,0.217,2.113,0.726,0.564,0.211,0.456,0.428,0.033,0.161
2313920,2017-09-05,"ESL Pro League Season 6 Europe","NIP","Astralis",2.5,1.5,14,16,2,14,16,4,3,20,22.4,3.937,4.879,5.4,5.8,2.966,1.924,9.6,11.4,3.782,2.793,0.4,0.6,0.894,0.548,22.4,20,3.209,1.871,0.673,0.733,0.043,0.058,-2.4,2.4,4.037,5.505,72.2,81.7,16.047,10.81,-0.4,0.4,1.949,3.05,0.944,1.152,0.147,0.206,1.136,1.422,0.122,0.241,0.47,0.523,0.099,0.128
2314330,2017-09-05,"ECS Season 4 EU Development League","North","Tricked",1.33,3.25,1,1,0,13,18,3.5,2,20.2,21.7,7.155,4.273,3.4,5,1.893,3.047,8.5,10.1,2.869,2.542,0.7,1.1,0.876,1.484,21.7,20.2,1.893,2.092,0.692,0.761,0.081,0.051,-1.5,1.5,8.175,4.134,71.29,74.45,20.021,14.943,-1,1,2.116,2.28,0.998,1.139,0.272,0.167,1.091,1.366,0.409,0.257,0.422,0.467,0.133,0.066
2313921,2017-09-05,"ESL Pro League Season 6 Europe","Envy","GODSENT",1.57,2.25,16,13,1,14,15,2,2,22.4,19.8,6.348,3.564,5,4.8,2.739,3.271,10.8,6.6,5.263,3.578,1.6,1.2,1.517,1.643,19.8,22.4,1.304,1.14,0.766,0.697,0.147,0.066,2.6,-2.6,6.229,3.912,80.84,75.2,16.275,15.882,-0.2,0.2,1.924,2.28,1.178,0.986,0.347,0.166,1.387,1.101,0.325,0.222,0.469,0.334,0.1,0.181
2313922,2017-09-05,"ESL Pro League Season 6 Europe","GODSENT","Envy",2.25,1.57,16,10,1,14,11,3,1,19.6,17.8,3.362,3.633,5.2,4.6,1.643,2.074,9.8,8.6,2.588,5.079,1,1,0.707,1,18,19.8,2,2.168,0.692,0.646,0.081,0.107,1.6,-2,4.98,5.701,80.02,77.08,16.237,12.264,0.4,-0.6,1.517,2.191,1.102,1.006,0.274,0.255,1.407,1.166,0.404,0.407,0.517,0.485,0.171,0.296
2313824,2017-09-06,"ESL Pro League Season 6 North America","Renegades","Complexity",1.44,2.62,16,10,1,17,9,1,1,19.6,15,7.701,5.701,4.6,4.4,2.302,2.881,9,6.6,3,3.912,1.2,1.2,1.643,1.095,15,19.6,2.915,2.302,0.754,0.592,0.096,0.034,4.6,-4.6,8.385,6.465,81.02,66.44,26.295,24.734,1.6,-1.6,2.302,2.51,1.268,0.86,0.387,0.317,1.645,1.012,0.572,0.373,0.487,0.432,0.195,0.159
2313825,2017-09-06,"ESL Pro League Season 6 North America","Complexity","Renegades",2.37,1.53,7,16,2,13,10,1,1,12.8,19.6,4.97,2.51,3.6,3.8,2.608,2.588,5.6,7.8,1.673,4.266,0.6,0.6,0.894,0.548,19.6,12.8,0.894,2.168,0.583,0.783,0.136,0.075,-6.8,6.8,5.762,2.49,63.66,88.78,17.447,21.099,0.6,-0.6,0.894,2.966,0.794,1.34,0.248,0.227,0.846,1.859,0.264,0.411,0.483,0.388,0.185,0.177
2313923,2017-09-06,"ESL Pro League Season 6 Europe","HellRaisers","North",2.75,1.4,16,9,1,14,11,3,0,18.8,15.2,4.438,1.789,5.6,5.6,3.209,1.673,9,5.4,2.55,2.51,1,2,1,1.225,15.2,18.8,2.588,1.643,0.8,0.68,0.098,0.04,3.6,-3.6,6.542,1.517,79.88,69.24,12.787,11.801,0.6,-0.6,1.949,2.302,1.236,0.896,0.293,0.085,1.657,1.111,0.384,0.14,0.485,0.361,0.108,0.178
2313924,2017-09-06,"ESL Pro League Season 6 Europe","North","HellRaisers",1.4,2.75,16,9,1,13,12,1,1,19.4,15.8,5.459,3.834,4.6,4,4.159,3.317,9,8.6,4.301,1.517,2.2,0.8,1.924,1.304,15.8,19.4,1.924,1.517,0.696,0.648,0.078,0.087,3.6,-3.6,4.98,4.879,82.74,71.54,24.349,13.707,0.2,-0.2,1.643,1.304,1.19,0.942,0.306,0.168,1.522,1.026,0.488,0.161,0.454,0.567,0.125,0.165
2313925,2017-09-06,"ESL Pro League Season 6 Europe","GODSENT","Astralis",3.75,1.25,9,16,2,10,15,2,2,14.6,20.2,4.827,3.633,2.8,4.2,1.483,2.775,8,8.2,2.121,2.387,0.8,1.2,0.837,1.095,20.2,14.6,1.304,2.074,0.552,0.736,0.1,0.061,-5.6,5.6,5.367,4.159,65.56,84.82,17.41,19.089,-1,1,2.55,1.871,0.81,1.294,0.258,0.223,0.865,1.697,0.241,0.451,0.563,0.409,0.103,0.108
2314332,2017-09-06,"ECS Season 4 EU Development League","North","Fragsters",1.01,13,2,0,1,13.5,5,3,0.5,17.2,9.4,6.607,2.828,5.2,2.5,2.466,2.194,7.4,3.7,2.798,1.977,1.3,0.8,0.988,1.313,9.4,17.2,3.009,0.274,0.844,0.541,0.045,0.069,7.8,-7.8,7.938,2.872,95.02,60.74,33.729,14.219,1.7,-1.7,1.393,2.387,1.566,0.607,0.528,0.193,2.789,0.684,1.559,0.189,0.449,0.399,0.127,0.198
2313926,2017-09-06,"ESL Pro League Season 6 Europe","Astralis","GODSENT",1.22,4,8,16,2,11,13,2,1,14.8,20.6,5.404,3.578,3.8,5,0.837,2.449,6.2,9.6,2.588,2.702,1.2,1.6,0.447,1.517,20.6,14.8,1.14,3.347,0.65,0.8,0.081,0.099,-5.8,5.8,5.975,4.97,70.58,89.3,19.368,16.4,-0.4,0.4,1.949,3.209,0.88,1.324,0.229,0.181,0.911,1.785,0.286,0.434,0.451,0.463,0.176,0.086
2313832,2017-09-07,"ESL Pro League Season 6 North America","Immortals","Cloud9",2.25,1.57,16,5,1,19,2,0,0,18.4,8.8,3.507,3.633,5.2,2,2.168,1.581,5.4,4.2,2.966,3.701,1,0.6,0.707,0.894,8.8,18.4,2.588,2.51,0.914,0.514,0.062,0.198,9.6,-9.6,5.771,5.683,91.62,50.74,17.485,15.248,3.4,-3.4,3.782,3.286,1.574,0.55,0.353,0.309,3.029,0.621,1.553,0.365,0.31,0.399,0.167,0.269
2313833,2017-09-07,"ESL Pro League Season 6 North America","Cloud9","Immortals",1.72,2,16,3,1,17,2,0,1,16.8,7.8,3.834,3.033,2.6,2.2,1.14,2.28,7.4,3.4,2.51,3.05,1,0,0.707,0,7.8,16.8,3.114,1.095,0.884,0.474,0.024,0.053,9,-9,4.183,3.606,90.12,55.46,15.517,15.601,3,-3,1.732,2.345,1.626,0.488,0.208,0.137,3.007,0.596,1.752,0.209,0.446,0.403,0.161,0.243
2314526,2017-09-07,"ESG Tour Mykonos 2017","Liquid","BIG",1.83,1.83,16,14,1,15,14,1,1,20,18.8,5.831,6.979,4,6.4,1.581,2.074,7.8,8.8,4.97,6.38,1,2.6,1.225,1.342,18.8,20.2,1.304,1.924,0.747,0.707,0.069,0.093,1.2,-1.4,4.97,7.127,75.82,67.36,19.232,25.434,0.2,-0.4,1.924,3.13,1.144,0.992,0.201,0.36,1.27,1.253,0.272,0.37,0.356,0.434,0.202,0.177
2314527,2017-09-07,"ESG Tour Mykonos 2017","Virtus.pro","Envy",1.9,1.8,16,6,1,16,6,2,0,18,11.4,2.828,4.827,3.2,3.4,1.483,2.074,7.8,7.2,0.447,3.962,0,1.2,0,0.837,11.4,18.2,2.408,0.837,0.791,0.491,0.052,0.05,6.6,-6.8,5.128,5.404,87.52,61.28,10.426,14.988,2,-2,1,1.871,1.374,0.68,0.165,0.24,1.957,0.821,0.592,0.239,0.444,0.621,0.086,0.293
2314528,2017-09-07,"ESG Tour Mykonos 2017","Liquid","Virtus.pro",2.1,1.66,10,16,2,8,18,1,1,14.8,19.4,4.764,4.393,4.8,5.2,1.924,2.28,7,7.4,3.937,3.362,1,1.2,1.225,1.643,19.4,14.8,0.548,1.924,0.669,0.769,0.034,0.054,-4.6,4.6,5.03,3.362,67.48,78.52,14.232,10.095,-2,2,2,1.414,0.852,1.27,0.211,0.17,1.014,1.675,0.204,0.244,0.514,0.369,0.291,0.11
2313927,2017-09-07,"ESL Pro League Season 6 Europe","HellRaisers","NIP",2.75,1.4,5,16,2,3,18,0,1,9,17.4,2.345,4.393,1.6,4.6,1.14,1.673,5.6,7,2.702,3.536,0,1,0,0.707,17.4,9.2,0.548,0.837,0.562,0.838,0.071,0.042,-8.4,8.2,2.074,3.834,54.22,85.98,13.607,23.359,-3,3,1.581,3.391,0.598,1.502,0.113,0.306,0.608,2.383,0.115,0.362,0.585,0.421,0.247,0.2
2314529,2017-09-07,"ESG Tour Mykonos 2017","Gambit","Heroic",1.5,2.5,16,7,1,12,11,2,1,19.2,13,5.404,1.414,3.8,2,2.864,1.414,10.4,5.6,4.827,1.517,0.8,0.6,1.304,0.894,13,19.2,1.871,1.483,0.748,0.583,0.146,0.05,6.2,-6.2,6.419,2.28,89.22,69.82,26.559,6.411,0.2,-0.2,1.304,0.837,1.358,0.762,0.376,0.072,1.824,0.787,0.716,0.103,0.523,0.437,0.146,0.139
2313928,2017-09-07,"ESL Pro League Season 6 Europe","NIP","HellRaisers",1.4,2.75,16,6,1,11,11,3,0,17,12.4,6.819,3.847,2.6,2.4,1.14,2.608,7,4.8,3.742,0.837,0.6,0.4,0.548,0.548,12.4,17,0.894,1,0.718,0.6,0.099,0.126,4.6,-4.6,6.986,3.847,80.76,64.92,31.705,19.059,0,0,2.55,3.24,1.3,0.808,0.409,0.292,1.595,0.872,0.608,0.312,0.385,0.405,0.156,0.081
2314530,2017-09-07,"ESG Tour Mykonos 2017","SK","mousesports",1.36,3,19,15,1,22,12,1,2,23.4,20.2,2.702,5.541,5.2,5.4,1.304,0.548,11.2,8.8,3.962,2.864,1,1.6,1.414,1.517,20.2,23.4,5.167,0.894,0.782,0.712,0.085,0.053,3.2,-3.2,5.541,5.675,74.92,66.64,13.369,15.372,2,-2,1.871,0.707,1.184,0.934,0.115,0.168,1.475,1.095,0.355,0.226,0.469,0.44,0.132,0.116
2313929,2017-09-07,"ESL Pro League Season 6 Europe","Envy","fnatic",2.37,1.53,10,16,2,16,10,0,1,15,18.6,6.403,6.107,2.6,4.6,1.517,1.517,8.8,7.8,5.63,3.033,0.8,0.4,1.304,0.548,18.6,15,0.548,1.414,0.63,0.738,0.1,0.032,-3.6,3.6,6.107,5.03,63.82,77.72,22.75,16.156,1.2,-1.2,1.304,1.095,0.88,1.176,0.354,0.184,0.944,1.534,0.284,0.238,0.562,0.424,0.199,0.102
2313930,2017-09-07,"ESL Pro League Season 6 Europe","fnatic","Envy",1.53,2.37,16,9,1,13,12,2,0,18,15.6,6.745,3.05,4.4,3.6,2.702,3.362,7.6,8.4,4.336,4.037,1.6,1.6,2.074,1.817,15.6,18,0.894,2,0.664,0.608,0.067,0.115,2.4,-2.4,6.066,3.912,77.16,70.22,14.788,12.023,0.2,-0.2,2.387,0.447,1.144,0.912,0.261,0.173,1.429,1.086,0.259,0.379,0.411,0.548,0.159,0.267
2314531,2017-09-07,"ESG Tour Mykonos 2017","Gambit","SK",2.5,1.5,12,16,2,12,16,3,3,17.4,20.8,3.782,5.167,3.4,4.4,1.14,3.715,7.2,10.8,4.207,2.049,0.6,1.6,0.548,1.342,20.8,17.4,1.643,2.074,0.607,0.722,0.071,0.046,-3.4,3.4,3.13,6.731,70.98,80.02,13.848,15.76,-0.8,0.8,2.28,2.28,0.898,1.19,0.149,0.266,1,1.47,0.115,0.397,0.399,0.54,0.188,0.147
2313838,2017-09-08,"ESL Pro League Season 6 North America","CLG","Renegades",2.1,1.66,19,17,1,21,15,5,2,24.4,25.6,5.32,3.362,5.6,7.8,2.302,1.483,8.6,11.8,3.647,5.07,0.4,2.2,0.548,1.304,25.6,24.4,2.702,2.074,0.65,0.722,0.046,0.098,-1.2,1.2,7.727,4.147,74.92,77.76,21.688,15.023,1.2,-1.2,1.924,2.864,1.076,1.082,0.27,0.196,1.204,1.381,0.415,0.247,0.358,0.451,0.148,0.166
2313839,2017-09-08,"ESL Pro League Season 6 North America","Luminosity","Immortals",2.62,1.44,16,6,1,15,7,2,1,17.2,11.6,4.087,4.722,4,2.2,1.414,1.789,8.4,5.4,4.393,0.894,1,0.6,0.707,1.342,11.6,17.2,1.817,1.095,0.827,0.563,0.038,0.094,5.6,-5.6,4.45,5.03,82.02,66.9,16.815,23.444,1.6,-1.6,1.817,1.673,1.404,0.752,0.286,0.243,1.868,0.803,0.504,0.32,0.469,0.551,0.166,0.266
2313840,2017-09-08,"ESL Pro League Season 6 North America","Renegades","CLG",1.66,2.1,16,14,1,16,14,3,2,20.4,20,8.019,4.796,5.2,5,2.387,2.915,10.8,7.6,7.596,2.408,1.4,0.4,1.517,0.894,20,20.4,2.55,1.817,0.673,0.713,0.086,0.077,0.4,-0.4,9.503,5.55,76.88,76.2,30.986,13.312,0.4,-0.4,4.93,2.702,1.078,1.06,0.412,0.176,1.312,1.24,0.511,0.25,0.499,0.377,0.261,0.053
2313841,2017-09-08,"ESL Pro League Season 6 North America","Misfits","OpTic",2.25,1.57,16,10,1,15,11,3,1,20.2,16.8,4.087,4.382,5.6,5,2.966,1.871,8.6,9,4.722,2.55,2,1.2,1,0.837,16.8,20.2,2.28,1.483,0.762,0.661,0.032,0.063,3.4,-3.4,5.595,5.727,81.52,70.68,13.403,12.989,0.8,-0.8,1.924,1.789,1.256,0.914,0.22,0.189,1.555,1.095,0.291,0.295,0.431,0.543,0.241,0.139
2313842,2017-09-08,"ESL Pro League Season 6 North America","OpTic","Misfits",1.57,2.25,16,14,1,15,15,4,1,19.6,19.8,7.162,5.357,3.6,5.8,0.894,3.564,9.4,8.8,4.336,4.438,0.8,1.8,0.837,1.304,20,19.6,2.449,0.894,0.62,0.74,0.096,0.068,-0.4,0.2,8.877,5.541,76.1,72.56,22.397,17.893,0,0,1.225,1.732,1.054,1.1,0.338,0.218,1.196,1.303,0.475,0.279,0.487,0.423,0.166,0.098
2314532,2017-09-08,"ESG Tour Mykonos 2017","Heroic","mousesports",2.37,1.53,0,2,2,11.5,12,1,3,13.8,19.5,5.894,6.995,2.5,4.3,1.507,3.602,4.8,8.4,3.853,2.572,0,1,0,1.017,19.5,13.8,1.369,1.304,0.617,0.77,0.087,0.062,-5.7,5.7,6.842,6.78,66.62,86.88,17.285,17.106,-0.1,0.1,1.489,1.997,0.804,1.336,0.243,0.337,0.848,1.731,0.306,0.334,0.303,0.45,0.177,0.112
2314533,2017-09-08,"ESG Tour Mykonos 2017","BIG","Envy",1.72,2,2,1,1,11,12,2.333,0.667,16.6,15.267,6.756,4.264,4.667,3.933,2.596,1.917,7.6,8.067,4.33,2.836,1.467,1.333,1.432,1.229,15.267,16.6,1.394,1.207,0.711,0.648,0.08,0.102,1.333,-1.333,7.13,4.165,77.247,72.347,23.39,15.049,-0.2,0.2,2.191,2.314,1.144,0.998,0.336,0.206,1.465,1.199,0.38,0.316,0.436,0.527,0.139,0.125
2314548,2017-09-08,"DreamHack Open Montreal 2017","Cloud9","Complexity",1.25,3.75,16,5,1,11,9,2,0,16.2,11.2,3.834,5.933,4,2.8,3.082,1.924,6,4.4,4.416,3.05,1.2,0.4,1.643,0.548,11.4,16.4,1.949,1.14,0.791,0.581,0.043,0.103,4.8,-5.2,4.919,6.38,82.26,62.36,12.012,29.456,0.4,-0.4,3.286,1.817,1.362,0.754,0.154,0.38,1.823,0.859,0.381,0.388,0.365,0.389,0.221,0.152
2314534,2017-09-08,"ESG Tour Mykonos 2017","Gambit","mousesports",1.53,2.37,0,2,2,15,15,2,3,19.8,22,2.892,7.683,5.3,6.6,2.762,2.418,8.4,9.2,3.932,4.675,1,1.8,1.061,1.392,22,19.8,1.768,2.853,0.7,0.79,0.064,0.052,-2.2,2.2,3.347,7.549,73.92,80.11,7.585,22.166,0,0,2.406,1.883,1.007,1.201,0.093,0.246,1.155,1.464,0.183,0.349,0.418,0.431,0.181,0.177
2314547,2017-09-08,"DreamHack Open Montreal 2017","North","Gale Force",NA,NA,16,14,1,16,14,0,1,21.4,17.4,4.336,4.336,4.6,4.4,2.302,1.673,9,7,5.244,4.848,1.8,1.2,1.483,1.304,17.4,21.4,1.673,1.517,0.74,0.607,0.064,0.05,4,-4,4.637,5.568,77.34,63.92,19.604,14.383,0.4,-0.4,3.05,2.51,1.18,0.886,0.267,0.231,1.498,1.032,0.296,0.275,0.397,0.407,0.17,0.225
2314549,2017-09-08,"DreamHack Open Montreal 2017","CLG","Kinguin",1.72,2,4,16,2,8,12,0,2,10,16.8,2.915,2.049,2.2,1.8,1.643,1.304,4.4,9.6,3.209,1.673,0.8,1.2,1.789,1.304,16.8,10,0.837,1.225,0.52,0.77,0.027,0.076,-6.8,6.8,2.775,2.28,61.78,86.94,15.481,8.405,-0.8,0.8,2.168,2.683,0.66,1.452,0.141,0.121,0.727,1.895,0.078,0.387,0.389,0.583,0.273,0.144
2314550,2017-09-09,"DreamHack Open Montreal 2017","Immortals","Luminosity",1.5,2.5,16,5,1,12,9,1,0,18.8,11,2.168,3.606,5.6,2.2,2.191,1.095,7,4.4,2,1.342,0.4,1,0.548,1,11,18.8,3.391,0.837,0.819,0.543,0.062,0.099,7.8,-7.8,5.07,4.087,91.92,63.1,16.858,14.943,0.6,-0.6,1.817,2.702,1.518,0.638,0.321,0.221,2.487,0.707,1.169,0.217,0.384,0.42,0.153,0.134
2314491,2017-09-09,"ELEAGUE CS:GO Premier 2017","FaZe","Renegades",1.14,5,16,9,1,14,11,1,2,20.2,14.2,3.701,2.28,4.4,5.2,3.209,3.271,9.8,7.8,4.658,1.304,0.8,1.4,1.304,1.14,14.2,20.2,1.643,1.924,0.824,0.616,0.088,0.108,6,-6,4.583,0.707,85.22,62.88,12.221,8.123,0.6,-0.6,1.673,2.966,1.312,0.836,0.184,0.126,1.755,0.962,0.333,0.173,0.487,0.555,0.202,0.099
2314551,2017-09-09,"DreamHack Open Montreal 2017","North","Kinguin",1.33,3.25,16,11,1,15,12,1,1,18.4,16.4,2.702,6.189,5.2,4.6,3.493,1.673,6.2,6.6,1.643,1.673,1.4,1.6,0.548,0.894,16.6,18.4,3.578,1.673,0.726,0.674,0.085,0.061,1.8,-2,5.357,7.616,74.34,71.02,7.078,21.425,0.6,-0.6,2.408,0.894,1.122,0.984,0.1,0.294,1.457,1.169,0.233,0.431,0.345,0.424,0.122,0.084
2314492,2017-09-09,"ELEAGUE CS:GO Premier 2017","G2","Natus Vincere",1.44,2.62,10,16,2,13,13,1,2,16,18.6,1.581,5.505,4.8,5.4,2.95,2.074,7.4,8.4,2.074,4.98,1,1.8,1.225,1.304,18.6,16,1.817,3.082,0.662,0.715,0.096,0.075,-2.6,2.6,2.51,7.266,69.62,78.58,13.706,13.544,0,0,1.581,2.915,0.986,1.152,0.151,0.289,1.128,1.569,0.233,0.521,0.467,0.454,0.139,0.214
2314552,2017-09-09,"DreamHack Open Montreal 2017","Cloud9","Immortals",2.2,1.61,13,16,2,16,13,1,1,18.6,20.4,6.066,6.986,4.8,4.6,3.033,1.817,9,7.6,3.391,2.702,1.2,0.8,0.837,1.304,20.4,18.6,1.949,3.05,0.628,0.738,0.079,0.096,-1.8,1.8,5.891,8.075,72.64,77.5,15.926,24.702,0.6,-0.6,4.037,0.548,1.004,1.144,0.23,0.324,1.151,1.386,0.213,0.509,0.49,0.399,0.129,0.146
2314493,2017-09-09,"ELEAGUE CS:GO Premier 2017","FaZe","Natus Vincere",1.66,2.1,16,6,1,14,8,2,0,17.4,13.4,6.066,3.209,3,3.6,2,0.548,9,6,4.472,1.732,0.4,1.6,0.894,0.894,13.4,17.4,2.074,1.14,0.773,0.636,0.107,0.112,4,-4,7.382,3,85.94,71.26,27.941,12.014,1.2,-1.2,0.447,2.28,1.262,0.92,0.348,0.153,1.587,0.977,0.703,0.185,0.508,0.444,0.139,0.083
2314535,2017-09-09,"ESG Tour Mykonos 2017","Liquid","BIG",1.72,2,2,0,1,11.5,13,1.5,1,19,14.5,4.665,4.115,4.1,5,1.87,3.004,8.1,7.3,4.08,2.597,0.5,1.4,0.876,1.327,14.5,19,1.581,1.095,0.745,0.602,0.076,0.082,4.5,-4.5,5.169,4.256,83.75,64.29,22.359,17.419,-0.3,0.3,2.432,2.918,1.243,0.836,0.273,0.216,1.833,1.014,0.441,0.282,0.425,0.555,0.165,0.195
2314645,2017-09-09,"EPICENTER 2017 Europe Qualifier #2","HellRaisers","Orion",NA,NA,19,15,1,18,16,2,1,23.8,21,9.884,5.612,3.6,3.6,1.517,3.13,9.8,10.8,6.221,5.02,0.2,0.6,0.447,0.894,21,23.8,2.55,1.924,0.712,0.624,0.044,0.032,2.8,-2.8,8.815,6.648,76.38,66.52,27.097,6.233,0.4,-0.4,2.51,3.507,1.13,0.91,0.323,0.172,1.291,1.044,0.405,0.226,0.422,0.494,0.171,0.171
2314658,2017-09-09,"EPICENTER 2017 Europe Qualifier #2","BX3","HellRaisers",NA,NA,3,16,2,5,14,0,0,8.4,16.6,4.775,3.507,2.2,4.6,2.387,0.548,5,8.6,2.915,2.608,0,0.8,0,0.837,16.6,8.4,1.14,1.673,0.59,0.874,0.101,0.08,-8.2,8.2,5.63,4.147,50.9,90.28,31.479,16.237,-1.8,1.8,2.168,1.304,0.652,1.512,0.367,0.247,0.654,2.608,0.384,0.632,0.627,0.534,0.228,0.159
2314536,2017-09-09,"ESG Tour Mykonos 2017","Virtus.pro","mousesports",1.83,1.83,1,2,2,13.333,14,1.667,2.667,17.667,20,5.317,7.26,4.133,4.733,1.861,2.574,7.4,9,3.631,3.581,0.933,1,1.079,1.207,20,17.667,1.62,1.556,0.697,0.744,0.066,0.068,-2.333,2.333,6.383,7.381,70.827,79.393,14.263,26.988,-0.133,0.133,2.986,2.226,0.991,1.175,0.253,0.319,1.098,1.457,0.322,0.424,0.419,0.464,0.191,0.139
2314494,2017-09-09,"ELEAGUE CS:GO Premier 2017","Renegades","G2",6.5,1.1,0,2,2,8.5,13,1,0,11.2,18.7,2.683,5.938,2.9,3.6,2.113,1.643,5.5,10.3,2.175,4.186,0.6,0.9,0.836,0.982,18.7,11.2,0.671,2.269,0.56,0.848,0.074,0.078,-7.5,7.5,2.828,7.787,64.55,89.29,8.14,26.956,-0.9,0.9,0.866,2.39,0.673,1.497,0.096,0.405,0.741,2.353,0.097,1.199,0.483,0.561,0.149,0.138
2314537,2017-09-09,"ESG Tour Mykonos 2017","SK","Liquid",1.28,3.5,0,2,2,12,15,2.5,2.5,16.9,18.6,5.014,4.946,4,4.4,1.313,1.531,7.1,8.7,2.127,3.118,1.1,0.7,0.988,0.947,18.7,16.9,2.471,2.095,0.656,0.721,0.095,0.098,-1.8,1.7,5.408,6.043,71.45,74.76,17.648,11.202,-0.6,0.6,2.279,2.708,0.986,1.112,0.263,0.229,1.129,1.396,0.312,0.381,0.426,0.482,0.09,0.15
2314554,2017-09-09,"DreamHack Open Montreal 2017","Kinguin","CLG",1.61,2.2,0,2,2,11,15.5,2,0.5,16.3,18.3,4.342,5.223,2.9,3.6,2.22,2.742,7.7,8.1,3.156,3.008,0.5,0.9,0.548,1.26,18.3,16.3,2.84,2.626,0.676,0.74,0.082,0.05,-2,2,6.439,4.25,67.84,76.59,12.001,16.405,-0.9,0.9,2.538,2.335,0.94,1.149,0.214,0.216,1.087,1.349,0.357,0.162,0.471,0.456,0.139,0.157
2314495,2017-09-10,"ELEAGUE CS:GO Premier 2017","Natus Vincere","G2",2.2,1.61,0,2,2,13,16,4,0.5,18.2,19.8,4.039,4.606,4,4.3,1.982,2.776,10.7,9.1,3.87,4.116,0.9,1.1,1.031,1.306,19.8,18.2,2.432,1.375,0.637,0.727,0.078,0.065,-1.6,1.6,5.187,5.928,69.73,74.56,12.801,14.214,-0.6,0.6,1.574,3.274,0.967,1.107,0.202,0.228,1.133,1.354,0.28,0.299,0.582,0.468,0.088,0.191
2314556,2017-09-10,"DreamHack Open Montreal 2017","Cloud9","Luminosity",1.28,3.5,2,0,1,16,8.5,1.5,0,19.2,13,4.316,6.522,5.5,2.7,2.212,1.277,8,6.4,5.066,4.008,1.5,0.3,1.795,0.497,13,19.3,2.292,1.327,0.787,0.551,0.054,0.136,6.2,-6.3,5.4,7.537,83.79,61.84,15.671,23.086,1.5,-1.5,2.168,3.004,1.321,0.74,0.205,0.32,2.175,0.82,0.843,0.358,0.402,NA,0.233,NA
2314661,2017-09-10,"EPICENTER 2017 Europe Qualifier #2","HAVU","HellRaisers",2.62,1.44,0,2,2,7,14.5,0.5,2.5,11.4,18.6,6.213,5.95,2.9,4.1,1.269,1.522,5.2,7.3,3.57,3.035,0.3,0.6,0.671,0.721,18.6,11.5,1.407,1.636,0.549,0.782,0.091,0.07,-7.2,7.1,6.862,6.43,63.23,90.87,25.544,23.807,-1.5,1.5,3.178,2.278,0.723,1.402,0.358,0.358,0.779,2.016,0.363,0.642,0.474,0.403,0.24,0.157
2314538,2017-09-10,"ESG Tour Mykonos 2017","Virtus.pro","SK",2.75,1.4,1,2,2,10.333,13,1.333,1,14.533,17,4.154,3.503,3.2,3.933,1.291,1.937,5.667,6.6,3.059,1.505,0.267,0.867,0.481,1.154,17,14.533,1.549,1.433,0.706,0.745,0.088,0.06,-2.467,2.467,4.217,4.057,71.107,78.673,17.958,13.921,-0.533,0.533,2.487,2.015,0.971,1.16,0.209,0.21,1.091,1.54,0.265,0.437,0.379,0.391,0.144,0.072
