MatchID,Team1,Team2,Team1Odds,Team2Odds,Winner,Team1winchance,Team2winchance,w_ts_after_game,l_ts_after_game,w_ts_before_game,l_ts_before_game
2313903,111,455,4.0,1.22,2,0.507,0.493,"trueskill.Rating(mu=26.112, sigma=0.797)","trueskill.Rating(mu=26.039, sigma=0.796)","trueskill.Rating(mu=26.025, sigma=0.797)","trueskill.Rating(mu=26.126, sigma=0.796)"
2313904,437,347,4.0,1.22,2,0.45899999999999996,0.541,"trueskill.Rating(mu=25.732, sigma=0.797)","trueskill.Rating(mu=24.956, sigma=0.834)","trueskill.Rating(mu=25.654, sigma=0.797)","trueskill.Rating(mu=25.042, sigma=0.835)"
2313905,193,218,1.36,3.0,2,0.509,0.491,"trueskill.Rating(mu=26.951, sigma=0.857)","trueskill.Rating(mu=26.897, sigma=0.791)","trueskill.Rating(mu=26.851, sigma=0.858)","trueskill.Rating(mu=26.982, sigma=0.791)"
2313906,632,254,1.9,1.8,2,0.495,0.505,"trueskill.Rating(mu=27.201, sigma=0.806)","trueskill.Rating(mu=26.960, sigma=0.791)","trueskill.Rating(mu=27.114, sigma=0.806)","trueskill.Rating(mu=27.043, sigma=0.791)"
2313907,211,455,2.2,1.61,1,0.595,0.405,"trueskill.Rating(mu=27.625, sigma=0.793)","trueskill.Rating(mu=26.042, sigma=0.797)","trueskill.Rating(mu=27.556, sigma=0.793)","trueskill.Rating(mu=26.112, sigma=0.797)"
2313908,343,347,1.8,1.9,1,0.621,0.379,"trueskill.Rating(mu=27.642, sigma=0.798)","trueskill.Rating(mu=25.667, sigma=0.797)","trueskill.Rating(mu=27.577, sigma=0.798)","trueskill.Rating(mu=25.732, sigma=0.797)"
2313909,56,218,1.3,3.4,2,0.521,0.479,"trueskill.Rating(mu=27.054, sigma=0.855)","trueskill.Rating(mu=27.181, sigma=0.791)","trueskill.Rating(mu=26.951, sigma=0.857)","trueskill.Rating(mu=27.269, sigma=0.791)"
2313910,363,254,1.66,2.1,1,0.496,0.504,"trueskill.Rating(mu=27.264, sigma=0.926)","trueskill.Rating(mu=27.113, sigma=0.805)","trueskill.Rating(mu=27.148, sigma=0.930)","trueskill.Rating(mu=27.201, sigma=0.806)"
2314455,673,652,5.5,1.12,2,0.42600000000000005,0.574,"trueskill.Rating(mu=26.952, sigma=0.801)","trueskill.Rating(mu=20.366, sigma=6.490)","trueskill.Rating(mu=26.909, sigma=0.798)","trueskill.Rating(mu=25.000, sigma=8.333)"
2313911,211,343,1.61,2.2,1,0.499,0.501,"trueskill.Rating(mu=27.710, sigma=0.793)","trueskill.Rating(mu=27.556, sigma=0.798)","trueskill.Rating(mu=27.625, sigma=0.793)","trueskill.Rating(mu=27.642, sigma=0.798)"
2314456,480,76,1.28,3.5,1,0.694,0.30600000000000005,"trueskill.Rating(mu=27.309, sigma=1.058)","trueskill.Rating(mu=22.795, sigma=3.288)","trueskill.Rating(mu=27.227, sigma=1.061)","trueskill.Rating(mu=23.701, sigma=3.528)"
2313912,218,363,1.9,1.8,2,0.486,0.514,"trueskill.Rating(mu=27.375, sigma=0.923)","trueskill.Rating(mu=26.959, sigma=0.853)","trueskill.Rating(mu=27.264, sigma=0.926)","trueskill.Rating(mu=27.054, sigma=0.855)"
2313913,211,363,1.83,1.83,1,0.522,0.478,"trueskill.Rating(mu=27.791, sigma=0.793)","trueskill.Rating(mu=27.266, sigma=0.920)","trueskill.Rating(mu=27.710, sigma=0.793)","trueskill.Rating(mu=27.375, sigma=0.923)"
2314326,480,203,1.33,3.25,2,0.552,0.448,"trueskill.Rating(mu=29.061, sigma=4.096)","trueskill.Rating(mu=27.323, sigma=1.047)","trueskill.Rating(mu=26.454, sigma=4.749)","trueskill.Rating(mu=27.451, sigma=1.051)"
2314476,201,480,2.37,1.53,2,0.42900000000000005,0.571,"trueskill.Rating(mu=27.448, sigma=1.041)","trueskill.Rating(mu=26.168, sigma=0.818)","trueskill.Rating(mu=27.323, sigma=1.047)","trueskill.Rating(mu=26.245, sigma=0.819)"
2314327,363,282,1.4,2.75,2,0.513,0.487,"trueskill.Rating(mu=27.249, sigma=1.123)","trueskill.Rating(mu=27.151, sigma=0.917)","trueskill.Rating(mu=27.075, sigma=1.133)","trueskill.Rating(mu=27.266, sigma=0.920)"
2314328,363,280,1.33,3.25,1,0.57,0.43000000000000005,"trueskill.Rating(mu=27.248, sigma=0.914)","trueskill.Rating(mu=25.979, sigma=0.938)","trueskill.Rating(mu=27.151, sigma=0.917)","trueskill.Rating(mu=26.081, sigma=0.941)"
2314517,363,218,1.57,2.25,2,0.519,0.481,"trueskill.Rating(mu=27.060, sigma=0.852)","trueskill.Rating(mu=27.132, sigma=0.911)","trueskill.Rating(mu=26.959, sigma=0.853)","trueskill.Rating(mu=27.248, sigma=0.914)"
2313919,56,343,1.5,2.5,2,0.475,0.525,"trueskill.Rating(mu=27.638, sigma=0.798)","trueskill.Rating(mu=27.101, sigma=0.791)","trueskill.Rating(mu=27.556, sigma=0.798)","trueskill.Rating(mu=27.181, sigma=0.791)"
